FileNames	Class	Clusters
chair_799.pcd	chair	-1
lamp_927.pcd	lamp	-1
knife_212.pcd	knife	7
airplane_1506.pcd	airplane	-1
table_2210.pcd	table	-1
chair_23.pcd	chair	13
car_1622.pcd	car	10
table_3125.pcd	table	-1
table_5179.pcd	table	27
chair_3727.pcd	chair	13
airplane_2353.pcd	airplane	-1
knife_219.pcd	knife	7
car_714.pcd	car	10
airplane_503.pcd	airplane	-1
pistol_152.pcd	pistol	18
chair_560.pcd	chair	-1
lamp_1011.pcd	lamp	7
table_2065.pcd	table	-1
table_3969.pcd	table	-1
table_2914.pcd	table	-1
car_542.pcd	car	10
guitar_33.pcd	guitar	7
table_4544.pcd	table	-1
car_1319.pcd	car	10
guitar_111.pcd	guitar	7
table_3138.pcd	table	-1
motorbike_96.pcd	motorbike	-1
airplane_694.pcd	airplane	31
chair_3233.pcd	chair	-1
airplane_2510.pcd	airplane	-1
airplane_722.pcd	airplane	-1
guitar_173.pcd	guitar	7
car_737.pcd	car	10
table_636.pcd	table	-1
knife_327.pcd	knife	7
table_3094.pcd	table	-1
airplane_2537.pcd	airplane	-1
airplane_705.pcd	airplane	-1
lamp_1118.pcd	lamp	7
lamp_310.pcd	lamp	7
chair_1933.pcd	chair	-1
table_3537.pcd	table	-1
table_5073.pcd	table	-1
chair_333.pcd	chair	13
airplane_236.pcd	airplane	-1
lamp_551.pcd	lamp	7
chair_2190.pcd	chair	13
lamp_52.pcd	lamp	7
airplane_102.pcd	airplane	31
car_32.pcd	car	10
laptop_117.pcd	laptop	2
table_2329.pcd	table	-1
airplane_497.pcd	airplane	-1
chair_1108.pcd	chair	13
guitar_246.pcd	guitar	7
car_421.pcd	car	10
car_558.pcd	car	10
car_155.pcd	car	10
guitar_83.pcd	guitar	7
chair_2915.pcd	chair	13
table_1402.pcd	table	27
airplane_2311.pcd	airplane	17
chair_2392.pcd	chair	13
table_2397.pcd	table	-1
chair_464.pcd	chair	-1
chair_1339.pcd	chair	13
airplane_865.pcd	airplane	-1
airplane_1616.pcd	airplane	22
table_526.pcd	table	-1
chair_2671.pcd	chair	-1
table_286.pcd	table	27
airplane_2010.pcd	airplane	31
table_170.pcd	table	-1
table_220.pcd	table	-1
car_669.pcd	car	10
table_1682.pcd	table	27
table_1575.pcd	table	-1
chair_2271.pcd	chair	-1
airplane_369.pcd	airplane	26
table_2712.pcd	table	-1
table_3886.pcd	table	-1
guitar_241.pcd	guitar	7
chair_2189.pcd	chair	-1
chair_2194.pcd	chair	-1
table_1087.pcd	table	-1
table_3866.pcd	table	27
lamp_676.pcd	lamp	-1
laptop_174.pcd	laptop	2
airplane_2382.pcd	airplane	-1
chair_1509.pcd	chair	13
chair_1103.pcd	chair	13
lamp_184.pcd	lamp	-1
skateboard_97.pcd	skateboard	9
chair_2419.pcd	chair	-1
table_3745.pcd	table	-1
car_477.pcd	car	10
lamp_1542.pcd	lamp	-1
table_5217.pcd	table	-1
chair_2890.pcd	chair	13
airplane_2410.pcd	airplane	31
airplane_2430.pcd	airplane	-1
airplane_1540.pcd	airplane	-1
car_1282.pcd	car	10
chair_3132.pcd	chair	-1
table_2309.pcd	table	-1
airplane_1550.pcd	airplane	-1
airplane_2545.pcd	airplane	17
lamp_1187.pcd	lamp	-1
table_1672.pcd	table	-1
airplane_1636.pcd	airplane	17
table_2235.pcd	table	-1
guitar_265.pcd	guitar	7
chair_2928.pcd	chair	13
chair_2389.pcd	chair	13
table_3105.pcd	table	27
pistol_96.pcd	pistol	-1
table_4579.pcd	table	-1
chair_154.pcd	chair	-1
airplane_1525.pcd	airplane	20
airplane_928.pcd	airplane	-1
guitar_23.pcd	guitar	7
table_129.pcd	table	27
motorbike_14.pcd	motorbike	11
chair_1382.pcd	chair	-1
table_3846.pcd	table	-1
mug_137.pcd	mug	-1
car_1170.pcd	car	10
chair_1306.pcd	chair	13
airplane_2165.pcd	airplane	-1
chair_2746.pcd	chair	4
lamp_369.pcd	lamp	7
table_4573.pcd	table	-1
earphone_29.pcd	earphone	-1
car_914.pcd	car	-1
car_1671.pcd	car	10
airplane_965.pcd	airplane	-1
chair_626.pcd	chair	-1
table_2410.pcd	table	27
table_4531.pcd	table	-1
table_281.pcd	table	-1
table_4208.pcd	table	-1
table_3923.pcd	table	-1
airplane_1898.pcd	airplane	25
chair_2612.pcd	chair	13
car_1735.pcd	car	10
airplane_1815.pcd	airplane	-1
airplane_998.pcd	airplane	-1
chair_1254.pcd	chair	13
chair_3007.pcd	chair	13
table_2347.pcd	table	-1
table_3948.pcd	table	27
car_340.pcd	car	10
table_524.pcd	table	-1
table_1647.pcd	table	-1
airplane_2197.pcd	airplane	26
chair_1647.pcd	chair	13
table_3851.pcd	table	-1
table_3343.pcd	table	-1
lamp_59.pcd	lamp	-1
chair_1811.pcd	chair	-1
table_3422.pcd	table	-1
airplane_2189.pcd	airplane	21
chair_357.pcd	chair	-1
table_2730.pcd	table	-1
table_683.pcd	table	-1
chair_2793.pcd	chair	-1
table_3657.pcd	table	-1
chair_3175.pcd	chair	13
chair_1535.pcd	chair	-1
lamp_770.pcd	lamp	-1
airplane_1998.pcd	airplane	17
guitar_328.pcd	guitar	7
airplane_1784.pcd	airplane	-1
airplane_2258.pcd	airplane	36
car_1067.pcd	car	10
knife_28.pcd	knife	7
table_0.pcd	table	-1
chair_3730.pcd	chair	-1
knife_210.pcd	knife	7
chair_2311.pcd	chair	-1
airplane_499.pcd	airplane	-1
knife_74.pcd	knife	7
guitar_253.pcd	guitar	7
lamp_1418.pcd	lamp	7
lamp_559.pcd	lamp	-1
table_1082.pcd	table	6
laptop_268.pcd	laptop	2
table_3481.pcd	table	-1
table_4828.pcd	table	-1
airplane_2623.pcd	airplane	-1
chair_2457.pcd	chair	13
lamp_1370.pcd	lamp	-1
table_288.pcd	table	27
chair_3425.pcd	chair	-1
car_803.pcd	car	10
table_1523.pcd	table	-1
table_730.pcd	table	-1
car_1326.pcd	car	10
table_863.pcd	table	7
chair_1964.pcd	chair	-1
table_178.pcd	table	-1
chair_3639.pcd	chair	-1
lamp_374.pcd	lamp	-1
table_1949.pcd	table	-1
table_1675.pcd	table	-1
car_184.pcd	car	10
chair_520.pcd	chair	-1
car_1762.pcd	car	10
airplane_1323.pcd	airplane	-1
table_28.pcd	table	-1
car_625.pcd	car	10
table_2555.pcd	table	27
airplane_951.pcd	airplane	-1
table_720.pcd	table	-1
table_2320.pcd	table	-1
airplane_833.pcd	airplane	18
table_5216.pcd	table	-1
car_7.pcd	car	10
table_3555.pcd	table	27
chair_1286.pcd	chair	-1
lamp_229.pcd	lamp	-1
table_30.pcd	table	-1
chair_1062.pcd	chair	-1
airplane_419.pcd	airplane	19
table_5167.pcd	table	-1
laptop_105.pcd	laptop	2
chair_2461.pcd	chair	-1
pistol_22.pcd	pistol	18
motorbike_82.pcd	motorbike	-1
table_1948.pcd	table	-1
table_733.pcd	table	-1
chair_2289.pcd	chair	-1
table_1208.pcd	table	-1
guitar_114.pcd	guitar	7
skateboard_10.pcd	skateboard	9
car_1571.pcd	car	10
chair_1518.pcd	chair	-1
table_714.pcd	table	-1
skateboard_8.pcd	skateboard	9
table_2250.pcd	table	27
table_3047.pcd	table	-1
chair_1235.pcd	chair	-1
table_3123.pcd	table	-1
motorbike_138.pcd	motorbike	12
airplane_2117.pcd	airplane	21
airplane_2009.pcd	airplane	34
chair_459.pcd	chair	13
airplane_841.pcd	airplane	17
car_652.pcd	car	10
table_3811.pcd	table	27
table_2430.pcd	table	-1
table_1059.pcd	table	-1
table_1441.pcd	table	-1
lamp_1335.pcd	lamp	-1
chair_499.pcd	chair	13
car_1079.pcd	car	10
airplane_1602.pcd	airplane	-1
airplane_1150.pcd	airplane	-1
table_1510.pcd	table	27
laptop_184.pcd	laptop	2
chair_3146.pcd	chair	-1
lamp_1056.pcd	lamp	7
laptop_202.pcd	laptop	2
table_3014.pcd	table	-1
chair_2769.pcd	chair	13
airplane_2482.pcd	airplane	-1
lamp_891.pcd	lamp	7
chair_507.pcd	chair	-1
car_1512.pcd	car	10
motorbike_164.pcd	motorbike	11
table_3265.pcd	table	-1
table_5127.pcd	table	-1
table_3973.pcd	table	-1
airplane_1690.pcd	airplane	-1
table_1264.pcd	table	-1
table_689.pcd	table	-1
guitar_200.pcd	guitar	7
knife_63.pcd	knife	7
airplane_2525.pcd	airplane	-1
airplane_565.pcd	airplane	-1
airplane_1698.pcd	airplane	-1
car_1578.pcd	car	10
lamp_1205.pcd	lamp	-1
chair_3200.pcd	chair	-1
car_55.pcd	car	10
chair_227.pcd	chair	13
table_2045.pcd	table	-1
table_1681.pcd	table	-1
table_3374.pcd	table	-1
chair_1880.pcd	chair	13
table_4029.pcd	table	-1
car_143.pcd	car	10
knife_108.pcd	knife	7
table_471.pcd	table	-1
guitar_163.pcd	guitar	7
table_1177.pcd	table	-1
airplane_2381.pcd	airplane	20
table_4683.pcd	table	-1
lamp_553.pcd	lamp	-1
chair_603.pcd	chair	13
car_504.pcd	car	10
lamp_913.pcd	lamp	7
table_4306.pcd	table	-1
laptop_14.pcd	laptop	2
airplane_1989.pcd	airplane	-1
table_4729.pcd	table	27
table_501.pcd	table	-1
chair_3135.pcd	chair	13
pistol_35.pcd	pistol	-1
car_107.pcd	car	10
chair_1785.pcd	chair	13
chair_1213.pcd	chair	13
lamp_1509.pcd	lamp	-1
lamp_412.pcd	lamp	-1
mug_180.pcd	mug	1
car_628.pcd	car	10
chair_3383.pcd	chair	13
table_4370.pcd	table	-1
table_5220.pcd	table	-1
table_3016.pcd	table	28
airplane_2471.pcd	airplane	-1
table_2070.pcd	table	27
airplane_2370.pcd	airplane	-1
guitar_70.pcd	guitar	7
chair_271.pcd	chair	-1
airplane_1830.pcd	airplane	25
cap_8.pcd	cap	-1
laptop_333.pcd	laptop	2
chair_2543.pcd	chair	13
airplane_351.pcd	airplane	17
airplane_149.pcd	airplane	-1
table_3189.pcd	table	27
airplane_785.pcd	airplane	-1
airplane_616.pcd	airplane	-1
guitar_161.pcd	guitar	7
chair_989.pcd	chair	-1
table_3754.pcd	table	27
chair_736.pcd	chair	-1
car_842.pcd	car	10
chair_339.pcd	chair	-1
table_2289.pcd	table	-1
car_1581.pcd	car	10
chair_1740.pcd	chair	-1
airplane_2058.pcd	airplane	-1
car_1289.pcd	car	10
lamp_1447.pcd	lamp	-1
car_1597.pcd	car	10
table_1453.pcd	table	-1
chair_1063.pcd	chair	13
table_3185.pcd	table	27
car_1039.pcd	car	10
lamp_523.pcd	lamp	-1
knife_306.pcd	knife	7
guitar_452.pcd	guitar	7
table_3181.pcd	table	27
table_81.pcd	table	-1
lamp_1312.pcd	lamp	-1
lamp_120.pcd	lamp	-1
table_4191.pcd	table	-1
table_4043.pcd	table	-1
table_2556.pcd	table	24
airplane_2086.pcd	airplane	-1
laptop_372.pcd	laptop	2
table_546.pcd	table	-1
car_226.pcd	car	10
table_244.pcd	table	-1
table_5119.pcd	table	-1
knife_135.pcd	knife	7
guitar_63.pcd	guitar	7
lamp_706.pcd	lamp	7
chair_2155.pcd	chair	-1
table_4969.pcd	table	-1
guitar_370.pcd	guitar	7
table_4201.pcd	table	-1
table_3959.pcd	table	-1
chair_2848.pcd	chair	-1
car_810.pcd	car	10
motorbike_127.pcd	motorbike	11
chair_102.pcd	chair	13
table_911.pcd	table	-1
table_4055.pcd	table	3
table_1637.pcd	table	-1
chair_1689.pcd	chair	-1
chair_2041.pcd	chair	13
chair_3729.pcd	chair	13
airplane_1427.pcd	airplane	-1
chair_820.pcd	chair	4
table_4360.pcd	table	-1
chair_132.pcd	chair	-1
car_1683.pcd	car	10
airplane_405.pcd	airplane	-1
table_4823.pcd	table	-1
laptop_167.pcd	laptop	2
car_636.pcd	car	10
chair_80.pcd	chair	-1
airplane_60.pcd	airplane	17
chair_38.pcd	chair	-1
car_1233.pcd	car	10
table_1624.pcd	table	-1
car_614.pcd	car	10
chair_501.pcd	chair	13
guitar_496.pcd	guitar	7
table_4011.pcd	table	-1
table_3572.pcd	table	-1
lamp_588.pcd	lamp	7
airplane_2023.pcd	airplane	35
table_4241.pcd	table	27
chair_329.pcd	chair	-1
table_3122.pcd	table	27
car_1153.pcd	car	10
table_4966.pcd	table	-1
table_4812.pcd	table	-1
airplane_864.pcd	airplane	17
airplane_2004.pcd	airplane	-1
motorbike_111.pcd	motorbike	12
airplane_795.pcd	airplane	-1
guitar_45.pcd	guitar	7
lamp_115.pcd	lamp	-1
chair_835.pcd	chair	13
bag_3.pcd	bag	-1
airplane_2439.pcd	airplane	-1
table_4678.pcd	table	-1
chair_198.pcd	chair	-1
chair_2568.pcd	chair	13
airplane_164.pcd	airplane	-1
table_4858.pcd	table	-1
airplane_2289.pcd	airplane	19
table_5251.pcd	table	-1
table_1565.pcd	table	-1
lamp_604.pcd	lamp	-1
chair_1563.pcd	chair	13
motorbike_194.pcd	motorbike	11
car_1124.pcd	car	10
airplane_204.pcd	airplane	-1
car_61.pcd	car	10
chair_531.pcd	chair	13
laptop_382.pcd	laptop	2
chair_2326.pcd	chair	-1
chair_492.pcd	chair	-1
table_3797.pcd	table	-1
chair_740.pcd	chair	13
airplane_2156.pcd	airplane	21
table_4070.pcd	table	-1
airplane_200.pcd	airplane	23
guitar_94.pcd	guitar	7
table_764.pcd	table	-1
airplane_152.pcd	airplane	-1
car_611.pcd	car	10
chair_1134.pcd	chair	13
chair_1141.pcd	chair	13
car_289.pcd	car	-1
lamp_823.pcd	lamp	7
car_1094.pcd	car	-1
chair_3084.pcd	chair	-1
chair_3130.pcd	chair	-1
table_4662.pcd	table	-1
chair_653.pcd	chair	-1
lamp_1258.pcd	lamp	7
laptop_312.pcd	laptop	2
table_3901.pcd	table	8
table_2101.pcd	table	27
guitar_605.pcd	guitar	7
table_1282.pcd	table	-1
table_415.pcd	table	-1
laptop_108.pcd	laptop	2
car_1066.pcd	car	10
car_317.pcd	car	10
car_1558.pcd	car	10
lamp_284.pcd	lamp	-1
laptop_149.pcd	laptop	2
lamp_389.pcd	lamp	-1
table_2138.pcd	table	-1
table_770.pcd	table	-1
table_4912.pcd	table	-1
lamp_1444.pcd	lamp	-1
table_4309.pcd	table	-1
chair_431.pcd	chair	13
car_1604.pcd	car	10
car_1060.pcd	car	10
car_1249.pcd	car	10
lamp_1216.pcd	lamp	-1
chair_3548.pcd	chair	-1
airplane_1879.pcd	airplane	-1
car_424.pcd	car	10
table_4473.pcd	table	27
chair_268.pcd	chair	-1
car_124.pcd	car	10
chair_748.pcd	chair	-1
chair_554.pcd	chair	-1
chair_968.pcd	chair	-1
table_5067.pcd	table	-1
table_4294.pcd	table	-1
table_1699.pcd	table	-1
pistol_102.pcd	pistol	-1
chair_1073.pcd	chair	13
airplane_980.pcd	airplane	20
airplane_2526.pcd	airplane	-1
table_5101.pcd	table	-1
chair_2280.pcd	chair	13
chair_1353.pcd	chair	13
table_1888.pcd	table	-1
chair_959.pcd	chair	13
airplane_1090.pcd	airplane	-1
car_591.pcd	car	10
lamp_1210.pcd	lamp	-1
chair_1335.pcd	chair	-1
table_4889.pcd	table	-1
car_687.pcd	car	10
chair_1576.pcd	chair	13
airplane_373.pcd	airplane	34
airplane_2360.pcd	airplane	-1
car_1013.pcd	car	10
chair_1172.pcd	chair	-1
table_5.pcd	table	27
car_1143.pcd	car	10
chair_2966.pcd	chair	-1
airplane_2368.pcd	airplane	-1
chair_1718.pcd	chair	-1
chair_2019.pcd	chair	-1
table_3496.pcd	table	27
chair_176.pcd	chair	-1
table_3599.pcd	table	-1
airplane_1158.pcd	airplane	31
car_516.pcd	car	10
table_4730.pcd	table	27
airplane_1729.pcd	airplane	31
lamp_233.pcd	lamp	-1
table_1010.pcd	table	-1
lamp_985.pcd	lamp	7
chair_772.pcd	chair	13
table_4897.pcd	table	-1
chair_221.pcd	chair	13
table_462.pcd	table	-1
guitar_589.pcd	guitar	7
lamp_1545.pcd	lamp	-1
table_5080.pcd	table	8
mug_82.pcd	mug	1
airplane_1377.pcd	airplane	35
knife_336.pcd	knife	7
chair_1440.pcd	chair	13
car_13.pcd	car	10
airplane_1866.pcd	airplane	-1
car_594.pcd	car	10
car_202.pcd	car	-1
table_429.pcd	table	-1
table_15.pcd	table	-1
chair_37.pcd	chair	13
table_1923.pcd	table	27
guitar_277.pcd	guitar	7
earphone_1.pcd	earphone	-1
chair_667.pcd	chair	13
guitar_81.pcd	guitar	7
airplane_246.pcd	airplane	22
chair_2321.pcd	chair	-1
table_739.pcd	table	-1
table_250.pcd	table	-1
airplane_520.pcd	airplane	22
table_34.pcd	table	-1
airplane_269.pcd	airplane	-1
chair_1225.pcd	chair	-1
airplane_2233.pcd	airplane	20
table_1429.pcd	table	-1
chair_2567.pcd	chair	-1
table_1912.pcd	table	-1
table_3547.pcd	table	-1
airplane_2520.pcd	airplane	36
airplane_2414.pcd	airplane	21
bag_48.pcd	bag	-1
table_2196.pcd	table	-1
car_991.pcd	car	10
chair_1398.pcd	chair	-1
table_2523.pcd	table	-1
airplane_1184.pcd	airplane	-1
airplane_1498.pcd	airplane	-1
lamp_215.pcd	lamp	7
table_2726.pcd	table	27
airplane_2406.pcd	airplane	-1
chair_2369.pcd	chair	13
table_230.pcd	table	24
chair_2429.pcd	chair	-1
chair_3176.pcd	chair	-1
motorbike_144.pcd	motorbike	-1
chair_3064.pcd	chair	-1
table_795.pcd	table	-1
table_3454.pcd	table	14
chair_1544.pcd	chair	-1
table_4605.pcd	table	-1
airplane_2419.pcd	airplane	-1
table_1887.pcd	table	-1
table_3629.pcd	table	27
table_2343.pcd	table	3
car_292.pcd	car	-1
airplane_363.pcd	airplane	21
chair_30.pcd	chair	-1
chair_2179.pcd	chair	-1
table_1418.pcd	table	-1
table_4338.pcd	table	-1
car_1519.pcd	car	10
chair_1970.pcd	chair	-1
table_3032.pcd	table	-1
chair_3416.pcd	chair	-1
lamp_1184.pcd	lamp	7
table_4840.pcd	table	27
table_86.pcd	table	-1
airplane_1309.pcd	airplane	-1
pistol_81.pcd	pistol	18
knife_228.pcd	knife	7
chair_571.pcd	chair	-1
motorbike_34.pcd	motorbike	11
table_2620.pcd	table	27
chair_3149.pcd	chair	13
lamp_269.pcd	lamp	7
chair_1640.pcd	chair	-1
table_3838.pcd	table	-1
chair_1123.pcd	chair	13
table_797.pcd	table	-1
chair_2074.pcd	chair	-1
table_4456.pcd	table	-1
chair_1371.pcd	chair	13
airplane_2290.pcd	airplane	-1
airplane_1706.pcd	airplane	30
chair_1178.pcd	chair	-1
lamp_648.pcd	lamp	7
lamp_902.pcd	lamp	7
table_2617.pcd	table	-1
guitar_7.pcd	guitar	7
airplane_1572.pcd	airplane	19
table_623.pcd	table	-1
lamp_354.pcd	lamp	-1
table_565.pcd	table	-1
chair_3540.pcd	chair	13
lamp_1094.pcd	lamp	-1
table_4146.pcd	table	27
knife_177.pcd	knife	7
chair_3083.pcd	chair	13
guitar_620.pcd	guitar	7
table_4023.pcd	table	-1
table_217.pcd	table	-1
car_52.pcd	car	10
lamp_577.pcd	lamp	7
table_2830.pcd	table	-1
chair_3291.pcd	chair	-1
table_3058.pcd	table	-1
chair_1105.pcd	chair	13
table_3976.pcd	table	-1
airplane_222.pcd	airplane	-1
airplane_2670.pcd	airplane	-1
table_2935.pcd	table	-1
table_2321.pcd	table	-1
chair_1903.pcd	chair	-1
airplane_1389.pcd	airplane	-1
chair_2850.pcd	chair	13
table_3939.pcd	table	-1
chair_3678.pcd	chair	-1
airplane_679.pcd	airplane	-1
guitar_175.pcd	guitar	7
airplane_1676.pcd	airplane	33
table_4186.pcd	table	-1
table_4144.pcd	table	-1
table_976.pcd	table	-1
table_3798.pcd	table	7
laptop_64.pcd	laptop	2
table_2747.pcd	table	-1
chair_2606.pcd	chair	-1
guitar_418.pcd	guitar	7
table_5213.pcd	table	-1
airplane_2384.pcd	airplane	-1
table_1001.pcd	table	27
pistol_28.pcd	pistol	18
airplane_2501.pcd	airplane	-1
guitar_340.pcd	guitar	7
lamp_380.pcd	lamp	-1
chair_2113.pcd	chair	-1
mug_13.pcd	mug	1
chair_2777.pcd	chair	-1
airplane_976.pcd	airplane	-1
chair_2646.pcd	chair	4
chair_3005.pcd	chair	-1
table_1234.pcd	table	-1
airplane_1635.pcd	airplane	-1
chair_3739.pcd	chair	13
lamp_975.pcd	lamp	7
car_978.pcd	car	10
chair_1166.pcd	chair	13
table_1150.pcd	table	-1
lamp_873.pcd	lamp	7
airplane_1370.pcd	airplane	-1
airplane_2323.pcd	airplane	16
chair_3188.pcd	chair	-1
guitar_756.pcd	guitar	7
chair_1450.pcd	chair	-1
airplane_1940.pcd	airplane	22
airplane_1337.pcd	airplane	-1
chair_1478.pcd	chair	13
lamp_795.pcd	lamp	7
chair_3048.pcd	chair	-1
guitar_444.pcd	guitar	7
car_1231.pcd	car	10
table_681.pcd	table	-1
chair_739.pcd	chair	-1
table_3726.pcd	table	-1
airplane_782.pcd	airplane	-1
table_2105.pcd	table	-1
table_2758.pcd	table	-1
table_1176.pcd	table	-1
airplane_1917.pcd	airplane	30
pistol_2.pcd	pistol	-1
car_534.pcd	car	10
skateboard_50.pcd	skateboard	9
chair_3529.pcd	chair	-1
airplane_13.pcd	airplane	15
knife_8.pcd	knife	7
chair_432.pcd	chair	4
guitar_248.pcd	guitar	7
lamp_522.pcd	lamp	7
table_2437.pcd	table	-1
guitar_87.pcd	guitar	7
car_1401.pcd	car	10
car_1011.pcd	car	10
table_489.pcd	table	-1
chair_546.pcd	chair	13
chair_1780.pcd	chair	13
airplane_179.pcd	airplane	21
table_4604.pcd	table	-1
airplane_1210.pcd	airplane	17
cap_12.pcd	cap	-1
laptop_386.pcd	laptop	2
lamp_1483.pcd	lamp	7
bag_10.pcd	bag	-1
laptop_248.pcd	laptop	-1
chair_1501.pcd	chair	13
airplane_2256.pcd	airplane	-1
table_2185.pcd	table	-1
chair_1575.pcd	chair	-1
table_4210.pcd	table	-1
lamp_849.pcd	lamp	7
chair_2886.pcd	chair	13
chair_2132.pcd	chair	13
table_2676.pcd	table	-1
airplane_1938.pcd	airplane	36
guitar_690.pcd	guitar	7
table_2368.pcd	table	-1
table_2275.pcd	table	-1
table_4754.pcd	table	-1
chair_2896.pcd	chair	-1
motorbike_40.pcd	motorbike	11
table_2412.pcd	table	-1
lamp_862.pcd	lamp	-1
airplane_656.pcd	airplane	-1
airplane_1637.pcd	airplane	16
chair_255.pcd	chair	13
airplane_145.pcd	airplane	21
guitar_596.pcd	guitar	7
lamp_694.pcd	lamp	-1
chair_373.pcd	chair	13
knife_303.pcd	knife	7
lamp_1445.pcd	lamp	7
airplane_215.pcd	airplane	36
table_3780.pcd	table	27
car_1527.pcd	car	10
lamp_555.pcd	lamp	7
chair_3136.pcd	chair	-1
table_1775.pcd	table	-1
table_4305.pcd	table	-1
airplane_1545.pcd	airplane	25
table_4500.pcd	table	7
table_3130.pcd	table	-1
chair_415.pcd	chair	-1
car_322.pcd	car	10
table_440.pcd	table	-1
table_1831.pcd	table	27
airplane_1286.pcd	airplane	-1
table_4086.pcd	table	-1
table_2391.pcd	table	-1
bag_71.pcd	bag	-1
guitar_627.pcd	guitar	7
table_1340.pcd	table	-1
lamp_1534.pcd	lamp	-1
chair_2725.pcd	chair	13
airplane_942.pcd	airplane	23
chair_1331.pcd	chair	-1
car_446.pcd	car	10
airplane_1345.pcd	airplane	-1
table_3410.pcd	table	-1
airplane_227.pcd	airplane	17
airplane_237.pcd	airplane	-1
table_290.pcd	table	-1
table_4308.pcd	table	-1
lamp_89.pcd	lamp	-1
table_4797.pcd	table	-1
chair_1905.pcd	chair	-1
chair_2220.pcd	chair	-1
airplane_2362.pcd	airplane	19
guitar_98.pcd	guitar	7
chair_578.pcd	chair	13
table_3704.pcd	table	-1
table_630.pcd	table	-1
mug_112.pcd	mug	1
table_1425.pcd	table	27
lamp_1427.pcd	lamp	7
airplane_1669.pcd	airplane	-1
table_126.pcd	table	27
chair_2775.pcd	chair	4
table_434.pcd	table	-1
pistol_202.pcd	pistol	18
airplane_588.pcd	airplane	16
chair_32.pcd	chair	-1
chair_1279.pcd	chair	-1
knife_355.pcd	knife	7
airplane_1846.pcd	airplane	-1
airplane_1833.pcd	airplane	31
airplane_461.pcd	airplane	-1
airplane_63.pcd	airplane	22
chair_257.pcd	chair	4
car_1110.pcd	car	10
car_117.pcd	car	10
table_1509.pcd	table	-1
table_1846.pcd	table	-1
chair_1181.pcd	chair	-1
table_1359.pcd	table	-1
chair_3198.pcd	chair	-1
lamp_794.pcd	lamp	7
chair_3435.pcd	chair	-1
cap_2.pcd	cap	-1
table_4392.pcd	table	-1
chair_2542.pcd	chair	-1
table_403.pcd	table	-1
car_436.pcd	car	10
chair_1495.pcd	chair	-1
lamp_860.pcd	lamp	-1
pistol_235.pcd	pistol	18
car_391.pcd	car	10
table_915.pcd	table	-1
table_1535.pcd	table	-1
car_357.pcd	car	10
airplane_2050.pcd	airplane	17
lamp_1064.pcd	lamp	-1
table_1388.pcd	table	-1
guitar_694.pcd	guitar	7
chair_3057.pcd	chair	-1
airplane_1019.pcd	airplane	17
chair_2441.pcd	chair	-1
chair_779.pcd	chair	13
table_3074.pcd	table	-1
airplane_2224.pcd	airplane	33
table_91.pcd	table	-1
table_1689.pcd	table	-1
airplane_628.pcd	airplane	-1
airplane_1282.pcd	airplane	-1
table_5252.pcd	table	-1
airplane_2393.pcd	airplane	22
car_36.pcd	car	10
airplane_1368.pcd	airplane	36
table_4177.pcd	table	27
lamp_1425.pcd	lamp	-1
lamp_1160.pcd	lamp	7
car_1416.pcd	car	-1
chair_1072.pcd	chair	-1
chair_1670.pcd	chair	-1
table_2534.pcd	table	-1
laptop_170.pcd	laptop	2
lamp_907.pcd	lamp	7
table_4067.pcd	table	27
chair_1262.pcd	chair	-1
airplane_1816.pcd	airplane	17
lamp_735.pcd	lamp	7
car_1256.pcd	car	10
lamp_1390.pcd	lamp	7
table_2616.pcd	table	-1
table_743.pcd	table	-1
table_2512.pcd	table	-1
guitar_569.pcd	guitar	7
chair_274.pcd	chair	-1
table_4780.pcd	table	-1
car_1499.pcd	car	10
chair_300.pcd	chair	-1
airplane_2547.pcd	airplane	-1
table_2953.pcd	table	-1
chair_2351.pcd	chair	13
table_535.pcd	table	27
table_2530.pcd	table	-1
table_5063.pcd	table	-1
airplane_202.pcd	airplane	25
chair_1067.pcd	chair	-1
table_1547.pcd	table	-1
table_2445.pcd	table	27
table_719.pcd	table	-1
cap_49.pcd	cap	0
airplane_533.pcd	airplane	-1
chair_1188.pcd	chair	13
table_4455.pcd	table	-1
table_193.pcd	table	-1
table_1891.pcd	table	-1
chair_2701.pcd	chair	-1
table_902.pcd	table	-1
table_1687.pcd	table	-1
car_925.pcd	car	10
airplane_1360.pcd	airplane	32
chair_682.pcd	chair	-1
car_1528.pcd	car	-1
laptop_190.pcd	laptop	2
table_1346.pcd	table	-1
airplane_180.pcd	airplane	-1
car_1504.pcd	car	10
table_107.pcd	table	-1
table_5072.pcd	table	-1
table_53.pcd	table	-1
table_3988.pcd	table	27
table_4373.pcd	table	-1
table_5023.pcd	table	27
airplane_2143.pcd	airplane	-1
table_2044.pcd	table	-1
table_1969.pcd	table	24
car_974.pcd	car	10
table_5086.pcd	table	-1
table_3393.pcd	table	24
rocket_46.pcd	rocket	-1
car_1158.pcd	car	10
skateboard_71.pcd	skateboard	9
table_1852.pcd	table	-1
car_871.pcd	car	10
table_4444.pcd	table	7
table_3895.pcd	table	-1
table_1811.pcd	table	-1
airplane_831.pcd	airplane	-1
pistol_256.pcd	pistol	18
lamp_248.pcd	lamp	7
car_1675.pcd	car	10
chair_1521.pcd	chair	-1
table_2915.pcd	table	-1
airplane_231.pcd	airplane	30
car_1786.pcd	car	10
