	FileNames	Class	Clusters
3750	table_2615.pcd	table	-1
3751	car_770.pcd	car	10
3752	chair_1340.pcd	chair	-1
3753	table_1630.pcd	table	-1
3754	guitar_210.pcd	guitar	7
3755	car_1459.pcd	car	10
3756	chair_2196.pcd	chair	13
3757	lamp_1438.pcd	lamp	7
3758	table_893.pcd	table	27
3759	airplane_297.pcd	airplane	-1
3760	table_2010.pcd	table	-1
3761	table_3070.pcd	table	27
3762	chair_2668.pcd	chair	13
3763	motorbike_97.pcd	motorbike	11
3764	airplane_1514.pcd	airplane	-1
3765	chair_782.pcd	chair	13
3766	table_1173.pcd	table	-1
3767	table_1938.pcd	table	-1
3768	table_2036.pcd	table	-1
3769	airplane_1543.pcd	airplane	20
3770	car_1678.pcd	car	10
3771	airplane_1494.pcd	airplane	-1
3772	laptop_421.pcd	laptop	2
3773	chair_916.pcd	chair	13
3774	skateboard_130.pcd	skateboard	9
3775	knife_46.pcd	knife	7
3776	chair_1349.pcd	chair	-1
3777	guitar_123.pcd	guitar	7
3778	airplane_479.pcd	airplane	26
3779	guitar_304.pcd	guitar	7
3780	chair_1102.pcd	chair	13
3781	car_1104.pcd	car	10
3782	chair_3473.pcd	chair	13
3783	table_2342.pcd	table	-1
3784	guitar_716.pcd	guitar	7
3785	chair_2348.pcd	chair	13
3786	airplane_2093.pcd	airplane	-1
3787	table_3974.pcd	table	-1
3788	chair_2660.pcd	chair	13
3789	table_1274.pcd	table	-1
3790	car_883.pcd	car	10
3791	table_1900.pcd	table	-1
3792	car_315.pcd	car	10
3793	laptop_403.pcd	laptop	2
3794	chair_1675.pcd	chair	-1
3795	table_1069.pcd	table	-1
3796	laptop_368.pcd	laptop	2
3797	chair_1437.pcd	chair	13
3798	airplane_1102.pcd	airplane	-1
3799	bag_46.pcd	bag	-1
3800	airplane_1165.pcd	airplane	25
3801	table_1027.pcd	table	27
3802	chair_289.pcd	chair	-1
3803	table_499.pcd	table	-1
3804	table_2088.pcd	table	8
3805	lamp_33.pcd	lamp	-1
3806	airplane_2250.pcd	airplane	19
3807	table_2331.pcd	table	-1
3808	table_4264.pcd	table	-1
3809	chair_1554.pcd	chair	-1
3810	airplane_964.pcd	airplane	29
3811	car_1374.pcd	car	10
3812	airplane_339.pcd	airplane	-1
3813	motorbike_80.pcd	motorbike	-1
3814	laptop_424.pcd	laptop	2
3815	table_699.pcd	table	-1
3816	table_3953.pcd	table	-1
3817	chair_951.pcd	chair	-1
3818	chair_944.pcd	chair	13
3819	chair_1278.pcd	chair	-1
3820	car_301.pcd	car	-1
3821	chair_1852.pcd	chair	13
3822	airplane_925.pcd	airplane	35
3823	chair_889.pcd	chair	13
3824	car_859.pcd	car	10
3825	mug_22.pcd	mug	1
3826	chair_463.pcd	chair	13
3827	lamp_447.pcd	lamp	7
3828	car_1118.pcd	car	10
3829	laptop_19.pcd	laptop	2
3830	table_3114.pcd	table	27
3831	table_4529.pcd	table	-1
3832	chair_745.pcd	chair	-1
3833	table_3889.pcd	table	-1
3834	table_621.pcd	table	-1
3835	chair_1305.pcd	chair	13
3836	chair_1191.pcd	chair	-1
3837	table_2212.pcd	table	-1
3838	airplane_217.pcd	airplane	31
3839	lamp_13.pcd	lamp	7
3840	chair_1749.pcd	chair	-1
3841	chair_407.pcd	chair	-1
3842	chair_2958.pcd	chair	13
3843	table_958.pcd	table	-1
3844	chair_1396.pcd	chair	4
3845	chair_22.pcd	chair	-1
3846	table_2077.pcd	table	-1
3847	table_1931.pcd	table	27
3848	table_540.pcd	table	-1
3849	table_1973.pcd	table	-1
3850	table_960.pcd	table	-1
3851	table_3405.pcd	table	27
3852	laptop_160.pcd	laptop	2
3853	chair_2868.pcd	chair	13
3854	bag_55.pcd	bag	-1
3855	chair_1164.pcd	chair	-1
3856	lamp_1358.pcd	lamp	7
3857	table_2464.pcd	table	-1
3858	motorbike_104.pcd	motorbike	11
3859	pistol_151.pcd	pistol	-1
3860	car_423.pcd	car	-1
3861	laptop_182.pcd	laptop	2
3862	chair_2553.pcd	chair	-1
3863	car_752.pcd	car	10
3864	chair_3101.pcd	chair	-1
3865	table_3717.pcd	table	-1
3866	table_2276.pcd	table	24
3867	car_194.pcd	car	10
3868	lamp_695.pcd	lamp	7
3869	airplane_902.pcd	airplane	32
3870	chair_479.pcd	chair	-1
3871	car_1371.pcd	car	10
3872	airplane_1476.pcd	airplane	-1
3873	table_1036.pcd	table	24
3874	airplane_1371.pcd	airplane	38
3875	chair_1116.pcd	chair	-1
3876	chair_2925.pcd	chair	13
3877	airplane_137.pcd	airplane	-1
3878	chair_1122.pcd	chair	-1
3879	mug_42.pcd	mug	1
3880	lamp_513.pcd	lamp	-1
3881	airplane_1897.pcd	airplane	16
3882	table_1095.pcd	table	-1
3883	table_4671.pcd	table	-1
3884	lamp_1060.pcd	lamp	7
3885	table_3898.pcd	table	-1
3886	lamp_1061.pcd	lamp	-1
3887	chair_3447.pcd	chair	-1
3888	airplane_1749.pcd	airplane	26
3889	table_3024.pcd	table	-1
3890	airplane_2100.pcd	airplane	25
3891	airplane_90.pcd	airplane	21
3892	table_4746.pcd	table	-1
3893	table_272.pcd	table	27
3894	table_4660.pcd	table	-1
3895	lamp_725.pcd	lamp	-1
3896	lamp_869.pcd	lamp	-1
3897	table_3424.pcd	table	24
3898	table_3399.pcd	table	27
3899	car_1056.pcd	car	-1
3900	laptop_41.pcd	laptop	2
3901	airplane_2309.pcd	airplane	34
3902	table_1156.pcd	table	27
3903	chair_2679.pcd	chair	-1
3904	table_3947.pcd	table	-1
3905	chair_2546.pcd	chair	-1
3906	airplane_1383.pcd	airplane	33
3907	table_988.pcd	table	-1
3908	table_4675.pcd	table	-1
3909	guitar_150.pcd	guitar	7
3910	table_165.pcd	table	-1
3911	table_1555.pcd	table	-1
3912	lamp_611.pcd	lamp	-1
3913	table_3887.pcd	table	28
3914	table_1299.pcd	table	-1
3915	guitar_657.pcd	guitar	7
3916	car_790.pcd	car	10
3917	car_303.pcd	car	10
3918	chair_1814.pcd	chair	-1
3919	chair_3034.pcd	chair	-1
3920	table_2018.pcd	table	-1
3921	chair_1266.pcd	chair	13
3922	airplane_943.pcd	airplane	38
3923	table_3403.pcd	table	-1
3924	chair_1323.pcd	chair	-1
3925	table_4991.pcd	table	-1
3926	guitar_301.pcd	guitar	7
3927	airplane_58.pcd	airplane	31
3928	car_345.pcd	car	10
3929	chair_1519.pcd	chair	13
3930	airplane_1758.pcd	airplane	-1
3931	airplane_309.pcd	airplane	-1
3932	airplane_1997.pcd	airplane	21
3933	lamp_1489.pcd	lamp	7
3934	table_5233.pcd	table	-1
3935	table_2217.pcd	table	-1
3936	table_297.pcd	table	-1
3937	lamp_732.pcd	lamp	-1
3938	table_2062.pcd	table	-1
3939	table_1614.pcd	table	-1
3940	car_781.pcd	car	10
3941	car_1638.pcd	car	10
3942	airplane_896.pcd	airplane	16
3943	motorbike_43.pcd	motorbike	-1
3944	airplane_1403.pcd	airplane	15
3945	chair_1583.pcd	chair	13
3946	table_2446.pcd	table	27
3947	lamp_1457.pcd	lamp	-1
3948	table_4033.pcd	table	24
3949	airplane_2034.pcd	airplane	17
3950	table_2969.pcd	table	-1
3951	knife_160.pcd	knife	7
3952	chair_3315.pcd	chair	13
3953	rocket_50.pcd	rocket	18
3954	chair_2676.pcd	chair	-1
3955	lamp_6.pcd	lamp	-1
3956	table_2553.pcd	table	-1
3957	chair_3246.pcd	chair	4
3958	table_2209.pcd	table	-1
3959	chair_762.pcd	chair	-1
3960	laptop_147.pcd	laptop	2
3961	chair_881.pcd	chair	13
3962	chair_77.pcd	chair	4
3963	chair_2115.pcd	chair	-1
3964	table_4697.pcd	table	-1
3965	knife_350.pcd	knife	7
3966	chair_2319.pcd	chair	-1
3967	lamp_818.pcd	lamp	-1
3968	lamp_1291.pcd	lamp	-1
3969	chair_2258.pcd	chair	-1
3970	table_4173.pcd	table	-1
3971	table_1691.pcd	table	-1
3972	chair_1359.pcd	chair	-1
3973	lamp_533.pcd	lamp	7
3974	chair_680.pcd	chair	-1
3975	airplane_806.pcd	airplane	-1
3976	lamp_910.pcd	lamp	-1
3977	chair_631.pcd	chair	13
3978	car_824.pcd	car	10
3979	guitar_391.pcd	guitar	7
3980	car_89.pcd	car	10
3981	chair_2672.pcd	chair	13
3982	car_1481.pcd	car	-1
3983	table_905.pcd	table	-1
3984	car_335.pcd	car	10
3985	chair_319.pcd	chair	-1
3986	car_1514.pcd	car	-1
3987	table_848.pcd	table	-1
3988	chair_186.pcd	chair	-1
3989	table_2702.pcd	table	-1
3990	mug_146.pcd	mug	1
3991	car_112.pcd	car	10
3992	guitar_655.pcd	guitar	7
3993	chair_1520.pcd	chair	-1
3994	knife_302.pcd	knife	7
3995	lamp_453.pcd	lamp	7
3996	airplane_2338.pcd	airplane	37
3997	guitar_708.pcd	guitar	7
3998	chair_1274.pcd	chair	-1
3999	airplane_244.pcd	airplane	-1
4000	guitar_642.pcd	guitar	7
4001	table_2520.pcd	table	3
4002	car_627.pcd	car	10
4003	chair_3484.pcd	chair	13
4004	table_4982.pcd	table	8
4005	chair_2209.pcd	chair	-1
4006	airplane_2282.pcd	airplane	36
4007	chair_2961.pcd	chair	-1
4008	chair_802.pcd	chair	-1
4009	chair_1944.pcd	chair	-1
4010	table_2307.pcd	table	-1
4011	airplane_594.pcd	airplane	36
4012	airplane_383.pcd	airplane	-1
4013	airplane_265.pcd	airplane	20
4014	car_685.pcd	car	10
4015	chair_426.pcd	chair	13
4016	table_2132.pcd	table	27
4017	lamp_1052.pcd	lamp	-1
4018	table_1664.pcd	table	-1
4019	airplane_2306.pcd	airplane	15
4020	airplane_1.pcd	airplane	-1
4021	table_4123.pcd	table	-1
4022	chair_693.pcd	chair	-1
4023	lamp_864.pcd	lamp	7
4024	earphone_22.pcd	earphone	-1
4025	car_1369.pcd	car	10
4026	chair_229.pcd	chair	-1
4027	table_3297.pcd	table	27
4028	guitar_371.pcd	guitar	7
4029	knife_235.pcd	knife	7
4030	laptop_94.pcd	laptop	2
4031	lamp_96.pcd	lamp	7
4032	table_3271.pcd	table	-1
4033	airplane_2315.pcd	airplane	-1
4034	table_4892.pcd	table	-1
4035	table_4458.pcd	table	-1
4036	airplane_2602.pcd	airplane	-1
4037	airplane_159.pcd	airplane	-1
4038	chair_1162.pcd	chair	13
4039	table_4354.pcd	table	-1
4040	car_566.pcd	car	10
4041	table_4142.pcd	table	-1
4042	skateboard_134.pcd	skateboard	9
4043	airplane_1213.pcd	airplane	17
4044	lamp_525.pcd	lamp	7
4045	rocket_36.pcd	rocket	18
4046	chair_3067.pcd	chair	-1
4047	table_1821.pcd	table	-1
4048	table_1405.pcd	table	-1
4049	airplane_931.pcd	airplane	33
4050	laptop_107.pcd	laptop	2
4051	pistol_210.pcd	pistol	18
4052	airplane_527.pcd	airplane	-1
4053	car_930.pcd	car	10
4054	mug_26.pcd	mug	-1
4055	car_894.pcd	car	-1
4056	knife_280.pcd	knife	7
4057	lamp_582.pcd	lamp	7
4058	car_309.pcd	car	10
4059	table_4673.pcd	table	27
4060	table_1715.pcd	table	-1
4061	motorbike_5.pcd	motorbike	11
4062	table_771.pcd	table	-1
4063	table_1500.pcd	table	-1
4064	lamp_512.pcd	lamp	7
4065	lamp_206.pcd	lamp	-1
4066	car_779.pcd	car	10
4067	airplane_890.pcd	airplane	34
4068	table_5250.pcd	table	6
4069	car_486.pcd	car	10
4070	airplane_295.pcd	airplane	21
4071	chair_3092.pcd	chair	-1
4072	lamp_332.pcd	lamp	-1
4073	pistol_58.pcd	pistol	18
4074	table_4426.pcd	table	27
4075	airplane_2225.pcd	airplane	33
4076	car_150.pcd	car	10
4077	table_1760.pcd	table	-1
4078	car_860.pcd	car	10
4079	airplane_2028.pcd	airplane	16
4080	chair_2363.pcd	chair	13
4081	airplane_38.pcd	airplane	33
4082	lamp_132.pcd	lamp	-1
4083	lamp_1122.pcd	lamp	7
4084	laptop_240.pcd	laptop	2
4085	chair_2661.pcd	chair	13
4086	knife_248.pcd	knife	7
4087	car_678.pcd	car	-1
4088	lamp_154.pcd	lamp	-1
4089	table_205.pcd	table	-1
4090	table_558.pcd	table	27
4091	airplane_1143.pcd	airplane	-1
4092	airplane_744.pcd	airplane	-1
4093	table_2767.pcd	table	-1
4094	airplane_1813.pcd	airplane	17
4095	airplane_1735.pcd	airplane	-1
4096	table_4935.pcd	table	-1
4097	airplane_680.pcd	airplane	-1
4098	skateboard_105.pcd	skateboard	9
4099	chair_161.pcd	chair	13
4100	table_3644.pcd	table	-1
4101	chair_934.pcd	chair	13
4102	chair_397.pcd	chair	-1
4103	car_799.pcd	car	10
4104	car_908.pcd	car	10
4105	airplane_962.pcd	airplane	-1
4106	airplane_270.pcd	airplane	23
4107	airplane_1952.pcd	airplane	-1
4108	skateboard_24.pcd	skateboard	-1
4109	lamp_599.pcd	lamp	-1
4110	lamp_25.pcd	lamp	7
4111	chair_2193.pcd	chair	13
4112	car_268.pcd	car	10
4113	airplane_553.pcd	airplane	-1
4114	lamp_1292.pcd	lamp	7
4115	airplane_24.pcd	airplane	-1
4116	table_20.pcd	table	-1
4117	table_1147.pcd	table	-1
4118	table_3646.pcd	table	-1
4119	guitar_227.pcd	guitar	7
4120	skateboard_73.pcd	skateboard	9
4121	laptop_281.pcd	laptop	2
4122	table_646.pcd	table	27
4123	lamp_1519.pcd	lamp	-1
4124	table_2787.pcd	table	-1
4125	car_130.pcd	car	10
4126	table_2160.pcd	table	-1
4127	chair_2913.pcd	chair	-1
4128	table_3345.pcd	table	-1
4129	airplane_45.pcd	airplane	29
4130	airplane_326.pcd	airplane	20
4131	lamp_1379.pcd	lamp	-1
4132	car_1045.pcd	car	-1
4133	chair_3641.pcd	chair	-1
4134	car_1404.pcd	car	10
4135	table_2993.pcd	table	-1
4136	airplane_2476.pcd	airplane	-1
4137	lamp_756.pcd	lamp	7
4138	airplane_1912.pcd	airplane	-1
4139	table_1181.pcd	table	27
4140	airplane_1082.pcd	airplane	-1
4141	table_5028.pcd	table	-1
4142	pistol_113.pcd	pistol	18
4143	airplane_1646.pcd	airplane	37
4144	pistol_47.pcd	pistol	18
4145	rocket_42.pcd	rocket	18
4146	chair_2090.pcd	chair	-1
4147	chair_2145.pcd	chair	-1
4148	cap_7.pcd	cap	0
4149	guitar_731.pcd	guitar	7
4150	chair_3106.pcd	chair	13
4151	lamp_1046.pcd	lamp	7
4152	airplane_668.pcd	airplane	-1
4153	chair_87.pcd	chair	-1
4154	lamp_806.pcd	lamp	7
4155	chair_1606.pcd	chair	13
4156	table_3416.pcd	table	-1
4157	chair_2940.pcd	chair	13
4158	motorbike_130.pcd	motorbike	-1
4159	pistol_170.pcd	pistol	-1
4160	guitar_470.pcd	guitar	7
4161	table_4701.pcd	table	-1
4162	airplane_2429.pcd	airplane	-1
4163	table_2501.pcd	table	-1
4164	car_299.pcd	car	10
4165	table_2895.pcd	table	-1
4166	lamp_1136.pcd	lamp	7
4167	pistol_121.pcd	pistol	18
4168	chair_3143.pcd	chair	-1
4169	table_3956.pcd	table	-1
4170	table_758.pcd	table	-1
4171	chair_1250.pcd	chair	-1
4172	lamp_352.pcd	lamp	-1
4173	table_3088.pcd	table	-1
4174	mug_74.pcd	mug	-1
4175	table_194.pcd	table	-1
4176	table_4909.pcd	table	14
4177	table_947.pcd	table	-1
4178	airplane_1040.pcd	airplane	-1
4179	table_190.pcd	table	-1
4180	airplane_141.pcd	airplane	16
4181	guitar_197.pcd	guitar	7
4182	chair_7.pcd	chair	-1
4183	airplane_2459.pcd	airplane	-1
4184	guitar_327.pcd	guitar	7
4185	car_98.pcd	car	10
4186	airplane_932.pcd	airplane	32
4187	chair_1177.pcd	chair	13
4188	lamp_1021.pcd	lamp	7
4189	car_617.pcd	car	10
4190	table_704.pcd	table	-1
4191	airplane_1276.pcd	airplane	-1
4192	car_206.pcd	car	10
4193	table_3075.pcd	table	27
4194	chair_2366.pcd	chair	13
4195	table_2782.pcd	table	-1
4196	chair_2524.pcd	chair	4
4197	skateboard_42.pcd	skateboard	9
4198	chair_2598.pcd	chair	13
4199	table_1392.pcd	table	-1
4200	table_4036.pcd	table	-1
4201	pistol_175.pcd	pistol	18
4202	car_1123.pcd	car	10
4203	chair_3362.pcd	chair	-1
4204	table_3268.pcd	table	-1
4205	table_452.pcd	table	27
4206	laptop_20.pcd	laptop	2
4207	chair_3494.pcd	chair	-1
4208	table_2756.pcd	table	-1
4209	table_2117.pcd	table	-1
4210	table_139.pcd	table	-1
4211	airplane_1488.pcd	airplane	-1
4212	airplane_1487.pcd	airplane	34
4213	mug_10.pcd	mug	1
4214	table_5044.pcd	table	-1
4215	chair_1705.pcd	chair	-1
4216	table_1836.pcd	table	-1
4217	chair_2110.pcd	chair	-1
4218	table_198.pcd	table	27
4219	table_4552.pcd	table	-1
4220	table_147.pcd	table	-1
4221	motorbike_26.pcd	motorbike	11
4222	car_1217.pcd	car	10
4223	table_2921.pcd	table	-1
4224	chair_3643.pcd	chair	-1
4225	car_1119.pcd	car	10
4226	car_1521.pcd	car	10
4227	airplane_2438.pcd	airplane	21
4228	chair_1973.pcd	chair	4
4229	chair_1200.pcd	chair	-1
4230	car_1413.pcd	car	10
4231	chair_1590.pcd	chair	-1
4232	airplane_1097.pcd	airplane	-1
4233	car_1450.pcd	car	10
4234	car_933.pcd	car	10
4235	table_1688.pcd	table	27
4236	table_1562.pcd	table	-1
4237	airplane_2297.pcd	airplane	17
4238	chair_1848.pcd	chair	-1
4239	airplane_2448.pcd	airplane	21
4240	table_4060.pcd	table	-1
4241	lamp_282.pcd	lamp	-1
4242	table_2804.pcd	table	-1
4243	airplane_1852.pcd	airplane	-1
4244	knife_105.pcd	knife	7
4245	chair_2736.pcd	chair	13
4246	chair_437.pcd	chair	13
4247	airplane_308.pcd	airplane	-1
4248	car_657.pcd	car	10
4249	bag_75.pcd	bag	-1
4250	knife_90.pcd	knife	7
4251	table_3229.pcd	table	-1
4252	table_4090.pcd	table	-1
4253	knife_82.pcd	knife	7
4254	car_1497.pcd	car	10
4255	guitar_613.pcd	guitar	7
4256	table_3367.pcd	table	-1
4257	laptop_351.pcd	laptop	2
4258	car_519.pcd	car	-1
4259	car_1275.pcd	car	-1
4260	chair_1144.pcd	chair	-1
4261	chair_1326.pcd	chair	-1
4262	table_4530.pcd	table	27
4263	table_2012.pcd	table	-1
4264	lamp_969.pcd	lamp	7
4265	chair_1098.pcd	chair	13
4266	chair_2800.pcd	chair	-1
4267	car_832.pcd	car	10
4268	lamp_1513.pcd	lamp	-1
4269	table_869.pcd	table	-1
4270	car_186.pcd	car	10
4271	airplane_2080.pcd	airplane	16
4272	table_3451.pcd	table	-1
4273	lamp_1101.pcd	lamp	-1
4274	table_2467.pcd	table	-1
4275	car_1318.pcd	car	10
4276	table_1577.pcd	table	-1
4277	table_3378.pcd	table	-1
4278	table_4122.pcd	table	27
4279	pistol_27.pcd	pistol	18
4280	airplane_1831.pcd	airplane	-1
4281	table_3381.pcd	table	-1
4282	mug_111.pcd	mug	1
4283	table_4535.pcd	table	-1
4284	airplane_12.pcd	airplane	-1
4285	table_2674.pcd	table	-1
4286	table_3079.pcd	table	-1
4287	chair_70.pcd	chair	13
4288	chair_2946.pcd	chair	-1
4289	car_1145.pcd	car	10
4290	table_2188.pcd	table	-1
4291	laptop_209.pcd	laptop	2
4292	chair_243.pcd	chair	4
4293	table_2763.pcd	table	-1
4294	chair_115.pcd	chair	-1
4295	table_667.pcd	table	-1
4296	table_5147.pcd	table	-1
4297	chair_2202.pcd	chair	-1
4298	chair_3633.pcd	chair	-1
4299	chair_364.pcd	chair	13
4300	airplane_2405.pcd	airplane	17
4301	chair_335.pcd	chair	13
4302	car_1618.pcd	car	10
4303	airplane_1028.pcd	airplane	33
4304	airplane_1583.pcd	airplane	16
4305	earphone_65.pcd	earphone	-1
4306	chair_1311.pcd	chair	13
4307	car_812.pcd	car	10
4308	airplane_646.pcd	airplane	30
4309	guitar_48.pcd	guitar	7
4310	airplane_2503.pcd	airplane	-1
4311	lamp_1043.pcd	lamp	7
4312	mug_55.pcd	mug	1
4313	car_599.pcd	car	10
4314	table_4259.pcd	table	-1
4315	chair_1547.pcd	chair	-1
4316	chair_1336.pcd	chair	13
4317	table_2671.pcd	table	-1
4318	chair_854.pcd	chair	13
4319	lamp_744.pcd	lamp	-1
4320	airplane_2668.pcd	airplane	21
4321	table_4386.pcd	table	-1
4322	car_165.pcd	car	10
4323	table_734.pcd	table	-1
4324	table_794.pcd	table	-1
4325	laptop_337.pcd	laptop	2
4326	lamp_1138.pcd	lamp	7
4327	airplane_1194.pcd	airplane	-1
4328	motorbike_60.pcd	motorbike	11
4329	motorbike_140.pcd	motorbike	11
4330	table_568.pcd	table	27
4331	airplane_517.pcd	airplane	17
4332	knife_53.pcd	knife	7
4333	table_1824.pcd	table	27
4334	car_530.pcd	car	10
4335	table_2393.pcd	table	-1
4336	car_915.pcd	car	10
4337	lamp_1431.pcd	lamp	7
4338	table_2739.pcd	table	-1
4339	table_1032.pcd	table	24
4340	lamp_286.pcd	lamp	7
4341	table_2937.pcd	table	-1
4342	table_1055.pcd	table	-1
4343	car_1447.pcd	car	10
4344	car_1381.pcd	car	10
4345	table_4136.pcd	table	-1
4346	airplane_324.pcd	airplane	33
4347	laptop_438.pcd	laptop	2
4348	table_5225.pcd	table	-1
4349	table_455.pcd	table	-1
4350	chair_2814.pcd	chair	-1
4351	table_4224.pcd	table	-1
4352	table_3884.pcd	table	-1
4353	table_2868.pcd	table	27
4354	guitar_649.pcd	guitar	7
4355	chair_125.pcd	chair	-1
4356	chair_453.pcd	chair	-1
4357	car_605.pcd	car	10
4358	table_2909.pcd	table	-1
4359	chair_2185.pcd	chair	-1
4360	table_1838.pcd	table	-1
4361	table_2755.pcd	table	27
4362	chair_873.pcd	chair	-1
4363	chair_1354.pcd	chair	13
4364	airplane_123.pcd	airplane	-1
4365	motorbike_81.pcd	motorbike	-1
4366	lamp_366.pcd	lamp	-1
4367	table_4856.pcd	table	-1
4368	airplane_315.pcd	airplane	15
4369	table_98.pcd	table	-1
4370	table_658.pcd	table	27
4371	table_859.pcd	table	-1
4372	table_5137.pcd	table	-1
4373	table_4933.pcd	table	27
4374	car_1515.pcd	car	10
4375	chair_1972.pcd	chair	-1
4376	airplane_310.pcd	airplane	-1
4377	table_1694.pcd	table	-1
4378	lamp_1470.pcd	lamp	-1
4379	table_4278.pcd	table	-1
4380	chair_3722.pcd	chair	-1
4381	lamp_534.pcd	lamp	7
4382	chair_1341.pcd	chair	13
4383	chair_405.pcd	chair	-1
4384	table_1308.pcd	table	-1
4385	airplane_777.pcd	airplane	38
4386	table_4724.pcd	table	-1
4387	table_2288.pcd	table	-1
4388	table_894.pcd	table	-1
4389	chair_2288.pcd	chair	13
4390	mug_76.pcd	mug	1
4391	chair_2600.pcd	chair	13
4392	chair_2773.pcd	chair	13
4393	airplane_2667.pcd	airplane	-1
4394	chair_1015.pcd	chair	13
4395	table_1190.pcd	table	-1
4396	car_733.pcd	car	10
4397	table_932.pcd	table	-1
4398	table_4000.pcd	table	-1
4399	airplane_2261.pcd	airplane	-1
4400	table_4282.pcd	table	-1
4401	knife_18.pcd	knife	7
4402	chair_2807.pcd	chair	-1
4403	laptop_247.pcd	laptop	2
4404	airplane_877.pcd	airplane	-1
4405	knife_226.pcd	knife	7
4406	table_825.pcd	table	24
4407	chair_1446.pcd	chair	13
4408	table_42.pcd	table	-1
4409	guitar_438.pcd	guitar	7
4410	table_4771.pcd	table	-1
4411	airplane_879.pcd	airplane	20
4412	table_1164.pcd	table	-1
4413	chair_2048.pcd	chair	4
4414	chair_1076.pcd	chair	-1
4415	table_1877.pcd	table	-1
4416	table_4742.pcd	table	-1
4417	motorbike_124.pcd	motorbike	11
4418	chair_1998.pcd	chair	-1
4419	table_4274.pcd	table	-1
4420	airplane_14.pcd	airplane	31
4421	pistol_94.pcd	pistol	18
4422	table_4625.pcd	table	-1
4423	knife_281.pcd	knife	7
4424	table_80.pcd	table	-1
4425	table_2455.pcd	table	-1
4426	knife_208.pcd	knife	7
4427	lamp_715.pcd	lamp	-1
4428	table_2367.pcd	table	-1
4429	airplane_600.pcd	airplane	-1
4430	airplane_1743.pcd	airplane	19
4431	lamp_448.pcd	lamp	5
4432	chair_353.pcd	chair	-1
4433	lamp_287.pcd	lamp	-1
4434	car_169.pcd	car	10
4435	table_4759.pcd	table	-1
4436	lamp_458.pcd	lamp	7
4437	airplane_1208.pcd	airplane	-1
4438	table_1154.pcd	table	-1
4439	car_498.pcd	car	10
4440	table_921.pcd	table	-1
4441	airplane_2431.pcd	airplane	34
4442	table_3490.pcd	table	-1
4443	knife_89.pcd	knife	7
4444	lamp_1289.pcd	lamp	7
4445	airplane_989.pcd	airplane	31
4446	chair_799.pcd	chair	-1
4447	lamp_927.pcd	lamp	-1
4448	knife_212.pcd	knife	7
4449	airplane_1506.pcd	airplane	-1
4450	table_2210.pcd	table	-1
4451	chair_23.pcd	chair	13
4452	car_1622.pcd	car	10
4453	table_3125.pcd	table	-1
4454	table_5179.pcd	table	27
4455	chair_3727.pcd	chair	13
4456	airplane_2353.pcd	airplane	-1
4457	knife_219.pcd	knife	7
4458	car_714.pcd	car	10
4459	airplane_503.pcd	airplane	-1
4460	pistol_152.pcd	pistol	18
4461	chair_560.pcd	chair	-1
4462	lamp_1011.pcd	lamp	7
4463	table_2065.pcd	table	-1
4464	table_3969.pcd	table	-1
4465	table_2914.pcd	table	-1
4466	car_542.pcd	car	10
4467	guitar_33.pcd	guitar	7
4468	table_4544.pcd	table	-1
4469	car_1319.pcd	car	10
4470	guitar_111.pcd	guitar	7
4471	table_3138.pcd	table	-1
4472	motorbike_96.pcd	motorbike	-1
4473	airplane_694.pcd	airplane	31
4474	chair_3233.pcd	chair	-1
4475	airplane_2510.pcd	airplane	-1
4476	airplane_722.pcd	airplane	-1
4477	guitar_173.pcd	guitar	7
4478	car_737.pcd	car	10
4479	table_636.pcd	table	-1
4480	knife_327.pcd	knife	7
4481	table_3094.pcd	table	-1
4482	airplane_2537.pcd	airplane	-1
4483	airplane_705.pcd	airplane	-1
4484	lamp_1118.pcd	lamp	7
4485	lamp_310.pcd	lamp	7
4486	chair_1933.pcd	chair	-1
4487	table_3537.pcd	table	-1
4488	table_5073.pcd	table	-1
4489	chair_333.pcd	chair	13
4490	airplane_236.pcd	airplane	-1
4491	lamp_551.pcd	lamp	7
4492	chair_2190.pcd	chair	13
4493	lamp_52.pcd	lamp	7
4494	airplane_102.pcd	airplane	31
4495	car_32.pcd	car	10
4496	laptop_117.pcd	laptop	2
4497	table_2329.pcd	table	-1
4498	airplane_497.pcd	airplane	-1
4499	chair_1108.pcd	chair	13
4500	guitar_246.pcd	guitar	7
4501	car_421.pcd	car	10
4502	car_558.pcd	car	10
4503	car_155.pcd	car	10
4504	guitar_83.pcd	guitar	7
4505	chair_2915.pcd	chair	13
4506	table_1402.pcd	table	27
4507	airplane_2311.pcd	airplane	17
4508	chair_2392.pcd	chair	13
4509	table_2397.pcd	table	-1
4510	chair_464.pcd	chair	-1
4511	chair_1339.pcd	chair	13
4512	airplane_865.pcd	airplane	-1
4513	airplane_1616.pcd	airplane	22
4514	table_526.pcd	table	-1
4515	chair_2671.pcd	chair	-1
4516	table_286.pcd	table	27
4517	airplane_2010.pcd	airplane	31
4518	table_170.pcd	table	-1
4519	table_220.pcd	table	-1
4520	car_669.pcd	car	10
4521	table_1682.pcd	table	27
4522	table_1575.pcd	table	-1
4523	chair_2271.pcd	chair	-1
4524	airplane_369.pcd	airplane	26
4525	table_2712.pcd	table	-1
4526	table_3886.pcd	table	-1
4527	guitar_241.pcd	guitar	7
